CardKey,ClientID,CardBrand,CardType,HasChip,CreditLimit,CreditLimitBand,CreditLimitBandSort,AccountOpened,AccountOpenedYear,CardsIssued,PinLastChanged
3271,437,Mastercard,Debit,Chip,27687.0,$25k-$50k,3,2004-06-01,2004,2,2007
3277,996,Visa,Debit,Chip,16167.0,$10k-$25k,2,2004-06-01,2004,2,2009
3285,699,Amex,Credit,Chip,9500.0,$1k-$10k,1,2005-06-01,2005,1,2005
3289,1259,Mastercard,Debit,Chip,141391.0,$50k+,4,2005-06-01,2005,2,2005
3296,1725,Mastercard,Debit,Chip,30950.0,$25k-$50k,3,2005-06-01,2005,2,2020
3310,996,Mastercard,Debit,Chip,18861.0,$10k-$25k,2,2006-06-01,2006,2,2011
3324,1262,Mastercard,Debit,Chip,15702.0,$10k-$25k,2,2006-06-01,2006,1,2007
3325,1514,Mastercard,Credit,Chip,10900.0,$10k-$25k,2,2006-06-01,2006,2,2012
3327,1937,Mastercard,Debit,Chip,12212.0,$10k-$25k,2,2006-06-01,2006,2,2006
3334,1091,Visa,Debit,Chip,21744.0,$10k-$25k,2,2006-06-01,2006,1,2011
3343,1997,Mastercard,Debit,Chip,17257.0,$10k-$25k,2,2007-06-01,2007,2,2007
3365,1369,Visa,Credit,Chip,9000.0,$1k-$10k,1,2007-06-01,2007,2,2009
3366,801,Visa,Credit,Chip,7100.0,$1k-$10k,1,2007-06-01,2007,2,2007
3370,1247,Visa,Debit,Chip,16764.0,$10k-$25k,2,2007-06-01,2007,2,2007
3376,948,Discover,Credit,Chip,7900.0,$1k-$10k,1,2008-06-01,2008,1,2013
3389,1169,Mastercard,Debit,Chip,3095.0,$1k-$10k,1,2008-06-01,2008,2,2012
3399,1983,Mastercard,Credit,Chip,17700.0,$10k-$25k,2,2008-06-01,2008,1,2009
3404,216,Visa,Debit (Prepaid),Chip,86.0,Under $1k,0,2008-06-01,2008,1,2010
3411,618,Visa,Debit,Chip,12496.0,$10k-$25k,2,2008-06-01,2008,1,2010
3414,597,Amex,Credit,Chip,27500.0,$25k-$50k,3,2009-06-01,2009,1,2009
3420,636,Mastercard,Debit,Chip,8882.0,$1k-$10k,1,2009-06-01,2009,2,2015
3422,1259,Mastercard,Debit (Prepaid),Chip,62.0,Under $1k,0,2009-06-01,2009,1,2009
3434,604,Mastercard,Debit,Chip,33158.0,$25k-$50k,3,2009-06-01,2009,2,2013
3457,921,Visa,Debit,Chip,35073.0,$25k-$50k,3,2009-06-01,2009,1,2009
3461,1535,Visa,Credit,Chip,9200.0,$1k-$10k,1,2009-06-01,2009,2,2009
3463,434,Amex,Credit,Chip,15500.0,$10k-$25k,2,2010-06-01,2010,2,2012
3464,1370,Amex,Credit,Chip,25100.0,$25k-$50k,3,2010-06-01,2010,2,2010
3466,1219,Mastercard,Debit,Chip,32903.0,$25k-$50k,3,2010-06-01,2010,1,2010
3475,32,Mastercard,Debit,No chip,11121.0,$10k-$25k,2,2010-06-01,2010,2,2013
3476,1503,Mastercard,Debit,Chip,15552.0,$10k-$25k,2,2010-06-01,2010,2,2014
3477,849,Mastercard,Debit,Chip,14889.0,$10k-$25k,2,2010-06-01,2010,1,2011
3483,895,Mastercard,Debit,No chip,12100.0,$10k-$25k,2,2010-06-01,2010,2,2015
3488,391,Mastercard,Debit,Chip,11812.0,$10k-$25k,2,2010-06-01,2010,1,2010
3489,1493,Visa,Credit,Chip,14400.0,$10k-$25k,2,2010-06-01,2010,1,2012
3492,746,Visa,Credit,Chip,6700.0,$1k-$10k,1,2010-06-01,2010,2,2011
3500,944,Visa,Credit,No chip,25500.0,$25k-$50k,3,2010-06-01,2010,1,2012
3507,1091,Visa,Credit,No chip,12700.0,$10k-$25k,2,2010-06-01,2010,1,2013
3525,1725,Mastercard,Debit,Chip,14056.0,$10k-$25k,2,2011-06-01,2011,1,2011
3537,921,Visa,Debit,Chip,24069.0,$10k-$25k,2,2011-06-01,2011,1,2011
3547,564,Mastercard,Debit,Chip,14179.0,$10k-$25k,2,2012-06-01,2012,2,2012
3569,162,Mastercard,Credit,Chip,16700.0,$10k-$25k,2,2013-06-01,2013,1,2013
3572,928,Visa,Debit,Chip,19454.0,$10k-$25k,2,2013-06-01,2013,1,2013
3601,1125,Visa,Debit,Chip,29200.0,$25k-$50k,3,2015-06-01,2015,2,2015
3608,113,Mastercard,Credit,Chip,14200.0,$10k-$25k,2,2016-06-01,2016,2,2016
3616,391,Visa,Debit,Chip,12483.0,$10k-$25k,2,2016-06-01,2016,2,2016
3633,840,Visa,Credit,Chip,17100.0,$10k-$25k,2,2018-06-01,2018,2,2018
3634,582,Visa,Credit,No chip,12500.0,$10k-$25k,2,2018-06-01,2018,2,2018
3645,534,Visa,Debit,Chip,22330.0,$10k-$25k,2,2019-06-01,2019,2,2019
3665,1296,Mastercard,Debit,Chip,4317.0,$1k-$10k,1,2001-07-01,2001,2,2011
3670,855,Visa,Debit,Chip,15975.0,$10k-$25k,2,2001-07-01,2001,1,2011
3705,113,Visa,Debit,Chip,18818.0,$10k-$25k,2,2003-07-01,2003,1,2008
3708,1296,Mastercard,Debit,Chip,22660.0,$10k-$25k,2,2004-07-01,2004,2,2007
3723,1384,Visa,Debit,Chip,24617.0,$10k-$25k,2,2004-07-01,2004,2,2006
3725,1353,Amex,Credit,Chip,12800.0,$10k-$25k,2,2005-07-01,2005,1,2014
3727,764,Amex,Credit,Chip,13900.0,$10k-$25k,2,2005-07-01,2005,1,2012
3734,994,Mastercard,Debit,Chip,9219.0,$1k-$10k,1,2005-07-01,2005,1,2008
3741,679,Mastercard,Debit,Chip,2290.0,$1k-$10k,1,2005-07-01,2005,2,2011
3748,164,Visa,Debit,Chip,21847.0,$10k-$25k,2,2005-07-01,2005,2,2011
3758,668,Mastercard,Debit,No chip,10538.0,$10k-$25k,2,2006-07-01,2006,2,2006
3764,561,Mastercard,Debit,Chip,26960.0,$25k-$50k,3,2006-07-01,2006,1,2010
3772,1503,Mastercard,Debit,Chip,24049.0,$10k-$25k,2,2006-07-01,2006,2,2013
3774,816,Mastercard,Debit,Chip,6103.0,$1k-$10k,1,2006-07-01,2006,2,2008
3778,1411,Mastercard,Debit,Chip,3450.0,$1k-$10k,1,2006-07-01,2006,2,2014
3795,209,Visa,Debit,Chip,10681.0,$10k-$25k,2,2006-07-01,2006,2,2013
3803,771,Mastercard,Debit (Prepaid),Chip,61.0,Under $1k,0,2007-07-01,2007,2,2016
3808,727,Mastercard,Debit,Chip,12451.0,$10k-$25k,2,2007-07-01,2007,1,2008
3823,849,Visa,Debit,Chip,19080.0,$10k-$25k,2,2007-07-01,2007,1,2010
3828,1030,Visa,Debit,Chip,4269.0,$1k-$10k,1,2007-07-01,2007,2,2009
3829,80,Visa,Credit,Chip,10700.0,$10k-$25k,2,2007-07-01,2007,1,2008
3835,1425,Discover,Credit,Chip,10400.0,$10k-$25k,2,2008-07-01,2008,1,2014
3840,1879,Mastercard,Debit,Chip,4976.0,$1k-$10k,1,2008-07-01,2008,1,2008
3841,1253,Mastercard,Debit,Chip,27208.0,$25k-$50k,3,2008-07-01,2008,1,2008
3850,32,Mastercard,Credit,Chip,11600.0,$10k-$25k,2,2008-07-01,2008,1,2012
3857,20,Mastercard,Debit,Chip,15771.0,$10k-$25k,2,2008-07-01,2008,1,2016
3858,1076,Mastercard,Debit,Chip,14514.0,$10k-$25k,2,2008-07-01,2008,1,2008
3864,1543,Visa,Credit,Chip,29800.0,$25k-$50k,3,2008-07-01,2008,1,2011
3866,1809,Visa,Credit,Chip,17900.0,$10k-$25k,2,2008-07-01,2008,1,2008
3875,699,Visa,Debit,Chip,8960.0,$1k-$10k,1,2008-07-01,2008,2,2014
3882,1975,Mastercard,Debit,Chip,18491.0,$10k-$25k,2,2009-07-01,2009,1,2011
3891,816,Mastercard,Debit,Chip,2646.0,$1k-$10k,1,2009-07-01,2009,1,2015
3895,20,Mastercard,Debit,Chip,14961.0,$10k-$25k,2,2009-07-01,2009,2,2015
3898,1918,Mastercard,Debit,Chip,18627.0,$10k-$25k,2,2009-07-01,2009,2,2015
3904,994,Visa,Debit,Chip,4322.0,$1k-$10k,1,2009-07-01,2009,2,2013
3905,729,Visa,Credit,Chip,5700.0,$1k-$10k,1,2009-07-01,2009,2,2011
3906,377,Visa,Credit,Chip,16400.0,$10k-$25k,2,2009-07-01,2009,2,2009
3908,791,Visa,Debit,No chip,31424.0,$25k-$50k,3,2009-07-01,2009,2,2010
3917,80,Visa,Credit,Chip,14500.0,$10k-$25k,2,2009-07-01,2009,2,2009
3918,876,Visa,Debit,Chip,6489.0,$1k-$10k,1,2009-07-01,2009,1,2013
3921,241,Visa,Credit,No chip,6900.0,$1k-$10k,1,2009-07-01,2009,1,2012
3930,103,Mastercard,Debit,Chip,17667.0,$10k-$25k,2,2010-07-01,2010,2,2011
3932,1184,Mastercard,Debit,Chip,29828.0,$25k-$50k,3,2010-07-01,2010,1,2011
3940,1088,Mastercard,Credit,Chip,10700.0,$10k-$25k,2,2010-07-01,2010,1,2011
3965,716,Discover,Credit,Chip,5200.0,$1k-$10k,1,2011-07-01,2011,2,2011
3972,1302,Mastercard,Debit (Prepaid),Chip,13.0,Under $1k,0,2011-07-01,2011,2,2014
3984,515,Visa,Debit,Chip,27053.0,$25k-$50k,3,2011-07-01,2011,2,2011
3986,534,Visa,Debit,Chip,24424.0,$10k-$25k,2,2011-07-01,2011,1,2011
3991,1499,Amex,Credit,Chip,23700.0,$10k-$25k,2,2012-07-01,2012,2,2012
4003,1493,Visa,Credit,Chip,4400.0,$1k-$10k,1,2012-07-01,2012,1,2012
4004,1130,Visa,Credit,Chip,11400.0,$10k-$25k,2,2012-07-01,2012,2,2012
4006,1425,Mastercard,Debit (Prepaid),Chip,100.0,Under $1k,0,2013-07-01,2013,2,2013
4008,994,Mastercard,Debit,Chip,12917.0,$10k-$25k,2,2013-07-01,2013,1,2013
4024,729,Mastercard,Debit,No chip,14626.0,$10k-$25k,2,2014-07-01,2014,1,2014
4026,1809,Visa,Credit,Chip,14600.0,$10k-$25k,2,2014-07-01,2014,1,2014
4045,1646,Mastercard,Debit,No chip,12470.0,$10k-$25k,2,2016-07-01,2016,1,2016
4051,489,Visa,Credit,Chip,14700.0,$10k-$25k,2,2016-07-01,2016,1,2016
4061,1523,Visa,Debit,Chip,13438.0,$10k-$25k,2,2017-07-01,2017,1,2017
4083,1830,Mastercard,Credit,Chip,10600.0,$10k-$25k,2,1994-08-01,1994,1,2011
4097,668,Mastercard,Debit,Chip,6853.0,$1k-$10k,1,2001-08-01,2001,2,2006
4103,110,Visa,Debit,Chip,576.0,Under $1k,0,2001-08-01,2001,2,2011
4117,597,Mastercard,Credit,Chip,30400.0,$25k-$50k,3,2003-08-01,2003,1,2011
4123,1807,Visa,Debit,Chip,38154.0,$25k-$50k,3,2003-08-01,2003,1,2011
4150,140,Mastercard,Debit,Chip,24608.0,$10k-$25k,2,2005-08-01,2005,1,2009
4179,1169,Mastercard,Debit,Chip,43879.0,$25k-$50k,3,2006-08-01,2006,2,2015
4180,1995,Mastercard,Debit,Chip,5997.0,$1k-$10k,1,2006-08-01,2006,2,2012
4193,1937,Visa,Debit (Prepaid),Chip,53.0,Under $1k,0,2006-08-01,2006,2,2012
4194,303,Amex,Credit,Chip,20000.0,$10k-$25k,2,2007-08-01,2007,1,2020
4200,1353,Mastercard,Debit,Chip,17860.0,$10k-$25k,2,2007-08-01,2007,1,2010
4202,1184,Mastercard,Debit,Chip,21743.0,$10k-$25k,2,2007-08-01,2007,2,2007
4230,908,Visa,Debit,Chip,20173.0,$10k-$25k,2,2007-08-01,2007,1,2012
4231,1969,Visa,Debit,No chip,28759.0,$25k-$50k,3,2007-08-01,2007,2,2014
4233,489,Visa,Credit,Chip,8800.0,$1k-$10k,1,2007-08-01,2007,1,2012
4266,162,Mastercard,Debit,Chip,39591.0,$25k-$50k,3,2008-08-01,2008,1,2011
4274,1503,Visa,Debit,Chip,5133.0,$1k-$10k,1,2008-08-01,2008,1,2008
4280,604,Visa,Debit (Prepaid),Chip,29.0,Under $1k,0,2008-08-01,2008,2,2014
4283,699,Visa,Debit,Chip,20887.0,$10k-$25k,2,2008-08-01,2008,1,2008
4284,706,Amex,Credit,Chip,13700.0,$10k-$25k,2,2009-08-01,2009,1,2013
4293,652,Mastercard,Debit,Chip,19962.0,$10k-$25k,2,2009-08-01,2009,1,2012
4295,727,Mastercard,Debit,Chip,19086.0,$10k-$25k,2,2009-08-01,2009,1,2011
4297,1763,Mastercard,Debit,No chip,30096.0,$25k-$50k,3,2009-08-01,2009,1,2009
4301,432,Visa,Debit,Chip,842.0,Under $1k,0,2009-08-01,2009,2,2009
4318,668,Mastercard,Credit,Chip,0.0,Under $1k,0,2010-08-01,2010,1,2010
4328,652,Mastercard,Debit,Chip,16203.0,$10k-$25k,2,2010-08-01,2010,1,2010
4334,1514,Mastercard,Credit,No chip,0.0,Under $1k,0,2010-08-01,2010,1,2010
4335,928,Mastercard,Credit,Chip,7300.0,$1k-$10k,1,2010-08-01,2010,1,2013
4336,1975,Visa,Credit,Chip,9800.0,$1k-$10k,1,2010-08-01,2010,1,2014
4340,154,Visa,Debit,Chip,4660.0,$1k-$10k,1,2010-08-01,2010,2,2013
4343,658,Visa,Credit,Chip,5800.0,$1k-$10k,1,2010-08-01,2010,1,2010
4358,811,Mastercard,Debit,Chip,35750.0,$25k-$50k,3,2011-08-01,2011,1,2011
4361,636,Mastercard,Debit,Chip,1218.0,$1k-$10k,1,2011-08-01,2011,1,2012
4367,216,Mastercard,Debit (Prepaid),No chip,80.0,Under $1k,0,2011-08-01,2011,1,2011
4369,604,Mastercard,Debit,No chip,30713.0,$25k-$50k,3,2011-08-01,2011,2,2016
4372,618,Mastercard,Debit,Chip,8633.0,$1k-$10k,1,2011-08-01,2011,1,2011
4412,241,Mastercard,Debit,Chip,18654.0,$10k-$25k,2,2013-08-01,2013,1,2013
4414,1742,Visa,Debit,Chip,24123.0,$10k-$25k,2,2013-08-01,2013,1,2013
4423,1022,Discover,Credit,Chip,6800.0,$1k-$10k,1,2014-08-01,2014,1,2014
4424,819,Discover,Credit,Chip,9900.0,$1k-$10k,1,2014-08-01,2014,2,2014
4425,1543,Mastercard,Debit,Chip,47709.0,$25k-$50k,3,2014-08-01,2014,2,2014
4428,1652,Mastercard,Debit,Chip,14253.0,$10k-$25k,2,2014-08-01,2014,1,2014
4436,1073,Visa,Debit (Prepaid),Chip,84.0,Under $1k,0,2014-08-01,2014,1,2014
4458,897,Mastercard,Debit,No chip,13460.0,$10k-$25k,2,2016-08-01,2016,1,2016
4468,816,Amex,Credit,Chip,9200.0,$1k-$10k,1,2018-08-01,2018,1,2018
4473,1543,Visa,Debit,Chip,39389.0,$25k-$50k,3,2018-08-01,2018,2,2018
4486,1763,Visa,Debit,Chip,12220.0,$10k-$25k,2,1993-09-01,1993,1,2011
4492,80,Visa,Debit,Chip,1703.0,$1k-$10k,1,1997-09-01,1997,2,2009
4506,241,Mastercard,Debit,Chip,11219.0,$10k-$25k,2,2000-09-01,2000,1,2010
4516,1774,Visa,Debit,Chip,14546.0,$10k-$25k,2,2001-09-01,2001,1,2008
4521,1523,Mastercard,Debit,Chip,12348.0,$10k-$25k,2,2002-09-01,2002,1,2008
4525,81,Visa,Credit,No chip,10600.0,$10k-$25k,2,2002-09-01,2002,1,2013
4526,113,Visa,Debit,Chip,17510.0,$10k-$25k,2,2002-09-01,2002,1,2008
4528,928,Visa,Debit,Chip,14540.0,$10k-$25k,2,2002-09-01,2002,1,2002
4538,1613,Visa,Debit (Prepaid),Chip,109.0,Under $1k,0,2003-09-01,2003,2,2009
4540,597,Visa,Debit,Chip,76343.0,$50k+,4,2003-09-01,2003,2,2014
4549,1613,Mastercard,Debit,Chip,5796.0,$1k-$10k,1,2004-09-01,2004,1,2011
4550,750,Mastercard,Debit (Prepaid),Chip,77.0,Under $1k,0,2004-09-01,2004,1,2011
4557,1777,Mastercard,Debit,Chip,32895.0,$25k-$50k,3,2004-09-01,2004,2,2005
4559,1742,Visa,Debit,Chip,11737.0,$10k-$25k,2,2004-09-01,2004,1,2009
4561,1221,Visa,Credit,Chip,8500.0,$1k-$10k,1,2004-09-01,2004,1,2011
4574,1088,Amex,Credit,Chip,7300.0,$1k-$10k,1,2005-09-01,2005,2,2010
4575,561,Mastercard,Credit,Chip,9100.0,$1k-$10k,1,2005-09-01,2005,1,2015
4576,456,Mastercard,Debit,Chip,12594.0,$10k-$25k,2,2005-09-01,2005,2,2014
4579,1330,Mastercard,Debit,Chip,14448.0,$10k-$25k,2,2005-09-01,2005,2,2011
4586,113,Visa,Debit,Chip,20509.0,$10k-$25k,2,2005-09-01,2005,1,2007
4595,1799,Mastercard,Debit (Prepaid),Chip,28.0,Under $1k,0,2006-09-01,2006,1,2006
4602,377,Mastercard,Debit,No chip,32636.0,$25k-$50k,3,2006-09-01,2006,1,2016
4607,652,Mastercard,Debit (Prepaid),Chip,52.0,Under $1k,0,2006-09-01,2006,2,2011
4619,222,Visa,Debit,Chip,62855.0,$50k+,4,2006-09-01,2006,2,2006
4636,222,Mastercard,Debit,Chip,46621.0,$25k-$50k,3,2007-09-01,2007,1,2010
4639,0,Mastercard,Credit,Chip,17600.0,$10k-$25k,2,2007-09-01,2007,1,2014
4646,921,Mastercard,Debit,Chip,17731.0,$10k-$25k,2,2007-09-01,2007,2,2011
4647,855,Mastercard,Debit (Prepaid),Chip,106.0,Under $1k,0,2007-09-01,2007,1,2010
4661,996,Mastercard,Debit,Chip,18820.0,$10k-$25k,2,2008-09-01,2008,2,2015
4666,595,Mastercard,Debit,Chip,14408.0,$10k-$25k,2,2008-09-01,2008,2,2008
4667,595,Mastercard,Debit,Chip,16786.0,$10k-$25k,2,2008-09-01,2008,2,2008
4668,81,Mastercard,Credit,Chip,13300.0,$10k-$25k,2,2008-09-01,2008,2,2008
4669,377,Mastercard,Debit,Chip,2536.0,$1k-$10k,1,2008-09-01,2008,2,2008
4675,921,Mastercard,Debit,Chip,30547.0,$25k-$50k,3,2008-09-01,2008,1,2008
4676,209,Mastercard,Debit,Chip,2507.0,$1k-$10k,1,2008-09-01,2008,2,2010
4677,1030,Mastercard,Debit,Chip,19152.0,$10k-$25k,2,2008-09-01,2008,1,2009
4678,465,Mastercard,Credit,Chip,5800.0,$1k-$10k,1,2008-09-01,2008,2,2008
4679,1514,Mastercard,Debit (Prepaid),Chip,76.0,Under $1k,0,2008-09-01,2008,1,2015
4687,1543,Visa,Debit,Chip,54128.0,$50k+,4,2008-09-01,2008,2,2011
4693,1221,Visa,Credit,No chip,7400.0,$1k-$10k,1,2008-09-01,2008,2,2011
4698,727,Visa,Credit,Chip,10700.0,$10k-$25k,2,2008-09-01,2008,2,2010
4700,1411,Visa,Debit,Chip,3450.0,$1k-$10k,1,2008-09-01,2008,1,2016
4709,1009,Mastercard,Debit,Chip,19928.0,$10k-$25k,2,2009-09-01,2009,2,2011
4715,716,Mastercard,Credit,Chip,9800.0,$1k-$10k,1,2009-09-01,2009,1,2009
4742,1646,Visa,Credit,Chip,9000.0,$1k-$10k,1,2009-09-01,2009,2,2011
4756,110,Amex,Credit,Chip,16000.0,$10k-$25k,2,2010-09-01,2010,1,2016
4774,1221,Mastercard,Credit,Chip,8500.0,$1k-$10k,1,2010-09-01,2010,1,2011
4778,1169,Mastercard,Debit,Chip,27761.0,$25k-$50k,3,2010-09-01,2010,1,2010
4783,303,Mastercard,Debit,Chip,25900.0,$25k-$50k,3,2010-09-01,2010,1,2010
4795,636,Visa,Debit,Chip,3915.0,$1k-$10k,1,2010-09-01,2010,1,2010
4807,1997,Mastercard,Debit,Chip,25048.0,$25k-$50k,3,2011-09-01,2011,1,2011
4817,488,Mastercard,Debit,Chip,12759.0,$10k-$25k,2,2011-09-01,2011,1,2011
4821,222,Visa,Debit,Chip,46521.0,$25k-$50k,3,2011-09-01,2011,1,2012
4824,303,Visa,Credit,Chip,15600.0,$10k-$25k,2,2011-09-01,2011,2,2011
4868,1937,Visa,Credit,Chip,5500.0,$1k-$10k,1,2013-09-01,2013,2,2013
4878,1166,Visa,Debit,Chip,14574.0,$10k-$25k,2,2014-09-01,2014,1,2014
4880,1332,Visa,Debit,Chip,39491.0,$25k-$50k,3,2014-09-01,2014,1,2014
4881,1125,Amex,Credit,Chip,13200.0,$10k-$25k,2,2015-09-01,2015,2,2015
4897,1184,Mastercard,Debit,Chip,21120.0,$10k-$25k,2,2016-09-01,2016,2,2016
4921,391,Amex,Credit,Chip,6200.0,$1k-$10k,1,2019-09-01,2019,1,2019
4934,1969,Mastercard,Debit,Chip,16519.0,$10k-$25k,2,1998-10-01,1998,2,2015
4936,391,Mastercard,Debit (Prepaid),Chip,81.0,Under $1k,0,1998-10-01,1998,2,2010
4942,1719,Mastercard,Debit,Chip,1976.0,$1k-$10k,1,2000-10-01,2000,2,2008
4946,1487,Visa,Credit,Chip,24200.0,$10k-$25k,2,2000-10-01,2000,2,2013
4952,47,Mastercard,Debit,Chip,3891.0,$1k-$10k,1,2001-10-01,2001,2,2016
4957,1370,Mastercard,Debit,Chip,12610.0,$10k-$25k,2,2001-10-01,2001,2,2007
4968,1917,Mastercard,Debit (Prepaid),Chip,66.0,Under $1k,0,2002-10-01,2002,1,2011
4981,1969,Discover,Credit,Chip,12300.0,$10k-$25k,2,2003-10-01,2003,1,2010
4986,771,Mastercard,Debit,Chip,17536.0,$10k-$25k,2,2003-10-01,2003,2,2010
4991,1859,Mastercard,Debit,Chip,34560.0,$25k-$50k,3,2003-10-01,2003,1,2011
4992,840,Visa,Debit (Prepaid),Chip,65.0,Under $1k,0,2003-10-01,2003,1,2009
4995,20,Visa,Debit,Chip,19791.0,$10k-$25k,2,2003-10-01,2003,1,2014
4998,1725,Visa,Debit,Chip,4723.0,$1k-$10k,1,2003-10-01,2003,1,2011
4999,1725,Visa,Debit,Chip,28166.0,$25k-$50k,3,2003-10-01,2003,2,2015
5005,771,Mastercard,Debit,Chip,5857.0,$1k-$10k,1,2004-10-01,2004,2,2007
5011,20,Mastercard,Credit,Chip,9000.0,$1k-$10k,1,2004-10-01,2004,2,2011
5013,1733,Mastercard,Debit,Chip,898.0,Under $1k,0,2004-10-01,2004,2,2007
5014,1777,Mastercard,Debit (Prepaid),Chip,61.0,Under $1k,0,2004-10-01,2004,1,2012
5015,668,Visa,Debit,Chip,8253.0,$1k-$10k,1,2004-10-01,2004,2,2011
5018,1859,Visa,Debit,Chip,15374.0,$10k-$25k,2,2004-10-01,2004,1,2016
5022,597,Mastercard,Credit,No chip,14900.0,$10k-$25k,2,2005-10-01,2005,2,2009
5033,230,Visa,Debit,No chip,14362.0,$10k-$25k,2,2005-10-01,2005,2,2006
5041,113,Amex,Credit,No chip,14400.0,$10k-$25k,2,2006-10-01,2006,1,2010
5066,816,Visa,Debit,Chip,13593.0,$10k-$25k,2,2006-10-01,2006,2,2006
5069,489,Visa,Debit,Chip,11347.0,$10k-$25k,2,2006-10-01,2006,2,2009
5078,515,Mastercard,Debit,No chip,6629.0,$1k-$10k,1,2007-10-01,2007,2,2008
5080,47,Mastercard,Credit,Chip,10500.0,$10k-$25k,2,2007-10-01,2007,2,2011
5103,1514,Visa,Credit,Chip,7800.0,$1k-$10k,1,2007-10-01,2007,2,2008
5106,1997,Mastercard,Debit,Chip,3991.0,$1k-$10k,1,2008-10-01,2008,2,2013
5113,103,Mastercard,Credit,Chip,8500.0,$1k-$10k,1,2008-10-01,2008,2,2008
5121,849,Mastercard,Debit,Chip,16640.0,$10k-$25k,2,2008-10-01,2008,1,2009
5140,142,Visa,Debit,Chip,20902.0,$10k-$25k,2,2008-10-01,2008,2,2015
5148,1022,Mastercard,Debit,Chip,16274.0,$10k-$25k,2,2009-10-01,2009,2,2009
5154,908,Mastercard,Debit,Chip,13123.0,$10k-$25k,2,2009-10-01,2009,1,2014
5174,1169,Visa,Debit,Chip,20560.0,$10k-$25k,2,2009-10-01,2009,1,2009
5182,391,Visa,Credit,Chip,9100.0,$1k-$10k,1,2009-10-01,2009,1,2010
5186,437,Discover,Credit,Chip,17400.0,$10k-$25k,2,2010-10-01,2010,1,2013
5189,110,Mastercard,Debit,Chip,13323.0,$10k-$25k,2,2010-10-01,2010,2,2010
5211,1133,Visa,Debit,Chip,12512.0,$10k-$25k,2,2010-10-01,2010,2,2012
5217,1830,Visa,Debit,Chip,17297.0,$10k-$25k,2,2010-10-01,2010,1,2010
5227,230,Amex,Credit,Chip,8700.0,$1k-$10k,1,2011-10-01,2011,2,2013
5228,791,Amex,Credit,Chip,10100.0,$10k-$25k,2,2011-10-01,2011,1,2015
5229,1384,Discover,Credit,Chip,15000.0,$10k-$25k,2,2011-10-01,2011,2,2011
5233,582,Mastercard,Debit,Chip,19536.0,$10k-$25k,2,2011-10-01,2011,1,2014
5272,164,Mastercard,Debit,Chip,28425.0,$25k-$50k,3,2013-10-01,2013,1,2013
5277,811,Visa,Debit,Chip,53036.0,$50k+,4,2013-10-01,2013,1,2013
5281,1730,Visa,Debit,Chip,19450.0,$10k-$25k,2,2013-10-01,2013,1,2013
5282,1648,Visa,Credit,Chip,36700.0,$25k-$50k,3,2013-10-01,2013,1,2013
5312,140,Mastercard,Debit,Chip,13428.0,$10k-$25k,2,2016-10-01,2016,1,2016
5314,1646,Mastercard,Debit,No chip,10671.0,$10k-$25k,2,2016-10-01,2016,1,2016
5346,597,Visa,Debit,No chip,3134.0,$1k-$10k,1,1992-11-01,1992,1,2011
5350,1503,Visa,Credit,Chip,12600.0,$10k-$25k,2,1996-11-01,1996,2,2014
5367,994,Mastercard,Debit,Chip,6088.0,$1k-$10k,1,2001-11-01,2001,1,2005
5381,47,Mastercard,Debit,Chip,8636.0,$1k-$10k,1,2002-11-01,2002,2,2014
5382,32,Mastercard,Debit,Chip,26501.0,$25k-$50k,3,2002-11-01,2002,2,2019
5386,1425,Mastercard,Debit,Chip,13347.0,$10k-$25k,2,2003-11-01,2003,2,2007
5388,1648,Mastercard,Debit,Chip,54057.0,$50k+,4,2003-11-01,2003,2,2012
5393,154,Visa,Debit,Chip,17280.0,$10k-$25k,2,2003-11-01,2003,2,2014
5398,1026,Visa,Credit,Chip,1000.0,$1k-$10k,1,2003-11-01,2003,1,2009
5399,1879,Amex,Credit,Chip,4100.0,$1k-$10k,1,2004-11-01,2004,1,2009
5406,1259,Mastercard,Debit,Chip,62760.0,$50k+,4,2004-11-01,2004,2,2010
5413,488,Mastercard,Debit,No chip,19554.0,$10k-$25k,2,2004-11-01,2004,1,2007
5448,217,Amex,Credit,Chip,6200.0,$1k-$10k,1,2006-11-01,2006,2,2013
5454,437,Mastercard,Debit,Chip,35500.0,$25k-$50k,3,2006-11-01,2006,1,2011
5457,1997,Mastercard,Debit,Chip,3991.0,$1k-$10k,1,2006-11-01,2006,2,2013
5464,1302,Mastercard,Debit,Chip,9883.0,$1k-$10k,1,2006-11-01,2006,1,2010
5487,515,Mastercard,Debit,Chip,2093.0,$1k-$10k,1,2007-11-01,2007,2,2015
5507,729,Visa,Debit,Chip,14424.0,$10k-$25k,2,2007-11-01,2007,1,2010
5509,1523,Visa,Credit,Chip,6300.0,$1k-$10k,1,2007-11-01,2007,1,2007
5519,1613,Mastercard,Credit,Chip,12500.0,$10k-$25k,2,2008-11-01,2008,1,2010
5535,20,Mastercard,Credit,Chip,16400.0,$10k-$25k,2,2008-11-01,2008,1,2008
5548,658,Visa,Credit,Chip,13800.0,$10k-$25k,2,2008-11-01,2008,1,2008
5549,1969,Visa,Debit,Chip,32809.0,$25k-$50k,3,2008-11-01,2008,2,2010
5550,944,Visa,Debit,Chip,42541.0,$25k-$50k,3,2008-11-01,2008,2,2012
